,Tweets
838,سروسز ٹریڈ کا خسارہ بھی 800 ملین کم ہوا ہے جبکہ جولائی 2018 سے جنوری 2019 کے دوران بھجوائی گئیں ترسیلاتِ زر میں گزشتہ برس کے اسی دورانیے کے مقابلے میں 12.2% کا نمایاں اضافہ ہوا ہے۔ بیرونی کھاتوں کی صورتحال میں نمایاں بہتری بھی ہماری معاشی حکمت عملی کی کامیابی کی دلیل ہے۔ 2/2
839,ملک میں معاشی استحکام کیلئے اٹھائے گئے ہمارے اقدامات سے مثبت نتائج برآمد ہونا شروع ہوگئے ہیں جن کے باعث جنوری 2018 کے مقابلے میں اس سال (جنوری 2019 میں) درآمدات میں گراوٹ اور برآمدات میں اضافے کا رجحان ہے جبکہ تجارتی خسارے میں 1 ارب ڈالرز کی نمایاں کمی آئی ہے۔ 1/2
840,2/2 Deficit in services trade also down by 800 mn &amp; Overseas Pakistanis' remittances up by 12.2% July 2018 to Jan 2019 from same period a yr ago. The clear improvements in our external accounts indices prove success of our economic policies.
841,Our economic stabilization measures now showing positive results with exports rising &amp; imports falling for Jan 2019 compared to Jan 2018 leading to to a $1 bn reduction in trade deficit. 1/2
842,"مادرِ وطن اور اسکے باشندوں کی پوشیدہ صلاحیتیں میرے سیاسی سفر میں ایک محرک کا کردار ادا کرتی آئی ہیں۔ ان تمام گروہوں جو پاکستان کو عروج کی جانب ابھرتا دیکھ رہے ہیں، کیلئے ""ورلڈ گورنمنٹ سمٹ"" سے میرا پیغام ہے کہ پاکستان میں سرمایہ کاری کا یہی نادر موقع ہے، گاڑی چھوٹنے نہ پائے! https://t.co/5H4M5KrGUx"
843,"The potential of Pakistan &amp; its people has been the driving factor in my political journey. To all those parties looking at Pakistan today as it begins it’s uphill journey, my message from the #WorldGovernmentSummit is: this is the time to invest in Pakistan, don’t miss the boat https://t.co/mk8yzQtF3W"
844,آج کی ملاقات میں انٹرنیشنل مانیٹری فنڈ کی مینیجنگ ڈائریکٹر کرسٹین لیگارڈ کو معاشرے کے پسماندہ ترین طبقے کے مفادات کا تحفظ کرتے ہوئے پاکستان کو پائیدار ترقی کی راہ پر ڈالنے کیلئے جامع ڈھانچہ جاتی اصلاحات کی ضرورت کے حوالے سے اپنا ہم خیال پایا۔
845,In my meeting today with IMF Managing Director Christine Lagarde there was a convergence of our views on the need to carry out deep structural reforms to put the country on the path of sustainable development in which the most vulnerable segments of society are protected.
846,ہم اپنی آئندہ نسلوں کو آلودگی سے بچانے اور ماحولیاتی تغیر ایسے بڑے چیلنج سے نمٹنے کیلئے مافیا کے زیرِ نگیں زمینوں کو قبضے سے آزاد کروا کر اس پر جنگلات اگانے اور وائلڈ لائف پارکس قائم کرنے کیلئے #Plant4Pakistan (پلانٹ فار پاکستان) پروگرام کا آغاز کررہے ہیں. https://t.co/JkBlCFfPDH
847,"We are launching our #Plant4Pakistan programme &amp; reclaiming mafia encroached land, converting it into forests and wild life parks for our future generations to fight climate change and pollution. https://t.co/yCaaahr2uB"
848,سندھ حکومت ذمہ داروں کیخلاف فوری اور فیصلہ کن کارروائی کرے۔ یہ قرآن عظیم الشان کی تعلیمات کے خلاف ہے۔ https://t.co/ThQHVUWBAk
849,The govt of Sindh must take swift and decisive action against the perpetrators. This is against the teachings of the Quran. https://t.co/aNr9uAkyTk
850,مقبوضہ کشمیر میں بھارتی افواج کی بربریت نے تمام کشمیریوں کو بھارت کے غاصبانہ قبضے سے آزادی کے مطالبے پر یکجا کردیاہے۔ بھارتی افواج فتنہ پرور عناصر نہیں بلکہ مقبوضہ کشمیر کے عوام کیخلاف برسرپیکار ہیں۔ دنیا بھر میں آزادی سے لگاؤ رکھنے والے لوگ اہل کشمیر کا ساتھ دیں۔
851,The brutality of Indian security forces in Occupied Kashmir has rallied all Kashmiris together in their demand for freedom from Indian Occupation. The Indian army is not fighting insurgents but an entire people in IOK. All freedom loving ppl in the world must stand with Kashmiris
852,پاکستان میں ہونے والی بارشیں اور برف باری حقیقتاً اللہ رب العزت کا انعام ہیں۔ ہماری پیداوار خصوصاً بارانی فصلوں کیلئے یہ بارشیں بالکل بروقت ہیں۔ ان بارشوں سے زیر زمین پانی کی سطح ہی بلند نہیں ہو گی بلکہ برف پگھل کر دریاؤں کا حصہ بھی بنے گی۔
853,"The rains &amp; snowfall we have received in Pakistan are truly a blessing from God. The rains have been most timely for our crops esp the Barani crops. Also, the rainfall will raise the water table while the snow will melt into our rivers."
854,"عرفان ان دولاکھ ساٹھ ہزار مردانِ کار میں سے ایک ہے جو شدید موسم کو للکارتے ہوئے پولیو ویکسین لئے بچوں تک پہنچتے ہیں۔ سماجی میڈیا پر پھیلنے والی اسکی ویڈیو سے ہر کوئی متاثر اور سب ہی نازاں ہیں۔ ""پولیو سے پاک قوم"" کا ہدف حاصل کرنے کیلئے اسی جذبے اور والہانہ پن کی ضرورت ہے۔ https://t.co/3qP3cnptmQ"
855,"Irfan is one of 260,000 heroes who reach out to children with polio vaccines in extreme weather conditions. His viral video has left every individual with a sense of awe &amp; pride. This dedication is what will enable us to achieve our goal of a polio free nation #SalamPolioWorker https://t.co/4wPBxIDUDz"
856,طورخم بارڈر کو چوبیس گھنٹے فعال بنانے کیلئے میں نے متعلقہ حکومتی اداروں کو آئندہ 6 ماہ کے اندر تمام ضروری اقدامات اٹھانے کا فریضہ سونپا ہے۔ یہ قدم برادر ممالک کے مابین تجارت اور بین العوام روابط کے فروغ کیلئے نہایت معاون ثابت ہوگا۔
857,I have tasked the relevant govt stakeholders to make necessary arrangements for the Torkhum border to work round the clock within next 6 months. This step will be instrumental in boosting bilateral trade &amp; enhancing people to people contacts between the two brotherly countries.
858,افغان صوبے میدان وردک میں سوموار کے روز ہونے والے انتہائی قابل مذمت دہشت گرد حملے کے نتیجے میں بھاری جانی نقصان پر میں افغانستان کے عوام سے دلی ہمدردی و تعزیت کا اظہار کرتا ہوں۔ میری اللہ رب العزت سے دعا ہے کہ ہمارے اس جنگ زدہ ہمسایہ ملک میں امن جلد لوٹ آئے۔
859,My condolences go to the people of Afghanistan at the great loss of life suffered in the condemnable act of terror in Maidan Wardak province on Monday; I pray that peace will return soon to our war-ravaged neighbour.
860,ساہیوال واقعے پر عوام میں پایا جانے والا غم و غصہ بالکل جائز اور قابلِ فہم ہے۔ میں قوم کو یقین دلاتا ہوں کہ قطر سے واپسی پر نہ صرف یہ کہ اس واقعے کے ذمہ داروں کو عبرت ناک سزا دی جائے گی بلکہ میں پنجاب پولیس کے پورے ڈھانچے کا جائزہ لوں گا اور اس کی اصلاح کا آغاز کروں گا۔
861,The grief &amp; anger of the ppl of Pak on Sahiwal incident is understandable &amp; justified. I assure the nation that when I return from Qatar not only will the guilty be given exemplary punishment but I will review the entire structure of Punjab police &amp; start process of reforming it.
862,اگرچہ کاؤنٹر ٹیررازم ڈیپارٹمنٹ دہشت گردی کیخلاف نمایاں خدمات سرانجام دے چکا ہے تاہم قانون کی نگاہ میں سب برابر ہیں۔ مشترکہ تحقیقاتی ٹیم کی رپورٹ آتے ہی اس کی روشنی میں سخت کارروائی کی جائے گی۔ اپنے تمام شہریوں کا تحفظ حکومت کی ترجیح ہے۔ https://t.co/vU4ixO7p6p
863,سہمے ہوئے بچوں، جن کے والدین کو انکی آنکھوں کے سامنے گولیوں سے بھون ڈالا گیا کو دیکھ کر ابھی تک صدمے میں ہوں۔ اپنے بچوں کے بارے میں ایسی صدمہ انگیز صورتحال کے تصور ہی سے کوئی بھی والدین پریشان  ہوجائیں گے۔ ریاست اب ان بچوں کا ذمہ لےگی اور انکی مکمل دیکھ بھال کرے گی۔
864,"While the CTD has done a great job in fight against terrorism, everyone must be accountable before the law. As soon as JIT report comes, swift action will be taken. The govt's priority is protection of all its citizens. https://t.co/Vek2YHLmKQ"
865,Still shocked at seeing the traumatized children who saw their parents shot before their eyes. Any parent would be shocked as they would think of their own children in such a traumatic situation. These children will now be fully looked after by the state as its responsibility.
866,میں اپنی دھرتی کی اس دلفریب شان و شوکت ہی کا تو گرویدہ ہوں۔ جبھی تو اسکے حصار میں خوش رہتا ہوں اور یہاں رہ کراپنے لوگوں کی خدمت کرنا مجھے بے حد مرغوب ہے۔3/3 https://t.co/YQAW3QpBye
867,مقامِ افسوس ہے کہ اس خوبصورتی کو ہماری مقتدر اشرافیہ سے وہ قدر نہیں ملتی جس کی یہ حقدار ہے۔ یہی وجہ ہے کہ ایگزٹ کنٹرول لسٹ انکے لئے ایک آفت کی مانند ہے۔ 2/3 https://t.co/JtMYoJhcof
868,ارضِ پاک کا مسحور کن حسن اور اس میں ملنے والا تنوع بے مثال ہے۔ 1/3 https://t.co/t0RNqRGuxx
869,The captivating grandeur of our land is why I would be happy just remaining confined here working for our people. (3/3) https://t.co/MBkkxHRZbn
